Cleaned Up,Suspend Flag,ReferenceID,Marker Name,Cell Type,Material Used,Location in reference,Protocol Reference,Location in protocol reference,Species Reference,Location in references,Notes/Interpretations,Linking,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Altered since last vetting,Interpretation Notes,Linking Cell ID,Linking PMID,Linking Quote,Linking Quote Location,Linking_pmid_isbn_page,CW's Text for Linking Quotes
JR,1,161810,,,"""Fig. 2.  A-D: Nomarski interference optics photomicrographs of somatostatin-like (SOM-L) immuno-reactive neurons in different parts of the hippocampal formation of the rat. A: the area  dentate where numerous SOM-positive cells (arrows) can be found. x 135. B: SOM-L immunoreactive cells in the polymorph cells of the hilus.  Arrows indicate the dendrites of a labeled multipolar neuron. x 225. C: SOM-positive neurons in the stratum oriens of regio superior (CA1). x 225. D: high power photomicrograph of a multipolar SOM-positive neuron in the regio inferior  (CA3) of the septal part of the hippocampus. Arrow points at a dendrite extending into the pyramidal cell layer.""","p262, Fig. 2","""immunohistochemisty""",,"""Ten adalt rats of both .sexes (Sprague-Dawley strain, 200 g body weight) were us- ed.""",,"<info code {1} not {2} because of text in ref 161808>
[m:1000:DG:2201p granule:SOM(2):PCL]{1}
[m:2000:CA3:23223p PC-ab:SOM(2):PCL]{1}
[m:2004:CA3:3223p PC-c:SOM(2):PCL]{1}
[m:4098:CA1:2223p pyramidal:SOM(2):PCL]{1}
[m:4099:CA1:2223p pyramidal:SOM(2):PCL]{1}","[m:1000:SOM(2):PCL]
[m:2000:SOM(2):PCL]
[m:2004:SOM(2):PCL]
[m:4098:SOM(2):PCL]
[m:4099:SOM(2):PCL]","Kohler C, Chan-Palay V.",Somatostatin-like immunoreactive neurons in the hippocampus: an immunocytochemical study in the rat.,Neurosci Lett.  1982,1982,6131400,0,,,4098,6131400,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR,1,161810,,,"""Fig. 2.  A-D: Nomarski interference optics photomicrographs of somatostatin-like (SOM-L) immuno-reactive neurons in different parts of the hippocampal formation of the rat. A: the area  dentate where numerous SOM-positive cells (arrows) can be found. x 135. B: SOM-L immunoreactive cells in the polymorph cells of the hilus.  Arrows indicate the dendrites of a labeled multipolar neuron. x 225. C: SOM-positive neurons in the stratum oriens of regio superior (CA1). x 225. D: high power photomicrograph of a multipolar SOM-positive neuron in the regio inferior  (CA3) of the septal part of the hippocampus. Arrow points at a dendrite extending into the pyramidal cell layer.""","p262, Fig. 2","""immunohistochemisty""",,"""Ten adalt rats of both .sexes (Sprague-Dawley strain, 200 g body weight) were us- ed.""",,"<info code {1} not {2} because of text in ref 161808>
[m:1000:DG:2201p granule:SOM(2):PCL]{1}
[m:2000:CA3:23223p PC-ab:SOM(2):PCL]{1}
[m:2004:CA3:3223p PC-c:SOM(2):PCL]{1}
[m:4098:CA1:2223p pyramidal:SOM(2):PCL]{1}
[m:4099:CA1:2223p pyramidal:SOM(2):PCL]{1}","[m:1000:SOM(2):PCL]
[m:2000:SOM(2):PCL]
[m:2004:SOM(2):PCL]
[m:4098:SOM(2):PCL]
[m:4099:SOM(2):PCL]","Kohler C, Chan-Palay V.",Somatostatin-like immunoreactive neurons in the hippocampus: an immunocytochemical study in the rat.,Neurosci Lett.  1982,1982,6131400,0,,,4099,6131400,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,1000,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,2000,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,2004,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,3000,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,4098,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,4099,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,5005,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161812,,,"""The SOM[somatostatin]-immunoreactive cell distribution visualized by the polyclonal antibody S309 revealed no differences as compared to previous findings (25,39), and all SOM-immunopositive neurons were of nonpyramidal class.  In general the SOM-immunolabeled cells were distributed more in clusters (Fig. 2) than the scattered M35[muscarinic receptors]-immunoreactive nonpyramidal neurons.  In the dorsal hippocampus, SOM-immunopositive multipolar and spindle-shaped neurons, including medium-sized (15-20 [micro]m) and large cells (25-30 [micro]m), were predominantly found in the  plexiform layer of the subiculum, the CA1-CA3 stratum oriens/alveus and the polymorphic and deep hilar region of the dentate gyrus."" ","p346, right bottom","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{3}
[m:2000:CA3:23223p PC-ab:Som(2):PCL]{3}
[m:2004:CA3:3223p PC-c:Som(2):PCL]{3}
[m:3000:CA2:2333p pyramidal:Som(2):PCL]{3}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{3}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{3}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{3}","[m:1000:Som(2):PCL]
[m:2000:Som(2):PCL]
[m:2004:Som(2):PCL]
[m:3000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,5001,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,161813,,,"""FIG. 2. Photomicrographs of S309-immunoreactive neurons in the dorsal hippocampus. (A) Cluster of relatively small neurons in the plexiform layer of the subiculum. (B) Clustered SOMergic, nonpyramidal neurons in the stratum oriens. (C) Some typical, but rarely observed SOMergic neurons embeddedwithin the pyramidal cell layer. (D) Some large neurons in the deep hilar region of the dentate gyus.""","p346, Fig. 2","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{2}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{2}","[m:1000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,1000,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,161813,,,"""FIG. 2. Photomicrographs of S309-immunoreactive neurons in the dorsal hippocampus. (A) Cluster of relatively small neurons in the plexiform layer of the subiculum. (B) Clustered SOMergic, nonpyramidal neurons in the stratum oriens. (C) Some typical, but rarely observed SOMergic neurons embeddedwithin the pyramidal cell layer. (D) Some large neurons in the deep hilar region of the dentate gyus.""","p346, Fig. 2","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{2}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{2}","[m:1000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,4098,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,161813,,,"""FIG. 2. Photomicrographs of S309-immunoreactive neurons in the dorsal hippocampus. (A) Cluster of relatively small neurons in the plexiform layer of the subiculum. (B) Clustered SOMergic, nonpyramidal neurons in the stratum oriens. (C) Some typical, but rarely observed SOMergic neurons embeddedwithin the pyramidal cell layer. (D) Some large neurons in the deep hilar region of the dentate gyus.""","p346, Fig. 2","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{2}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{2}","[m:1000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,4099,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,161813,,,"""FIG. 2. Photomicrographs of S309-immunoreactive neurons in the dorsal hippocampus. (A) Cluster of relatively small neurons in the plexiform layer of the subiculum. (B) Clustered SOMergic, nonpyramidal neurons in the stratum oriens. (C) Some typical, but rarely observed SOMergic neurons embeddedwithin the pyramidal cell layer. (D) Some large neurons in the deep hilar region of the dentate gyus.""","p346, Fig. 2","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{2}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{2}","[m:1000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,5005,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,161813,,,"""FIG. 2. Photomicrographs of S309-immunoreactive neurons in the dorsal hippocampus. (A) Cluster of relatively small neurons in the plexiform layer of the subiculum. (B) Clustered SOMergic, nonpyramidal neurons in the stratum oriens. (C) Some typical, but rarely observed SOMergic neurons embeddedwithin the pyramidal cell layer. (D) Some large neurons in the deep hilar region of the dentate gyus.""","p346, Fig. 2","""immunohistochemistry""",,"""Five  young  adult  male  Wistar  rats  (300  g  body  weight)  were used  in  this  study.""",,"[m:1000:DG:2201p granule:Som(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:Som(2):PCL]{2}
[m:5005:SUB:331p CA1-directed pyramidal:Som(2):PCL]{2}
[m:5001:SUB:331p EC-directed pyramidal:Som(2):PCL]{2}","[m:1000:Som(2):PCL]
[m:4098:Som(2):PCL]
[m:4099:Som(2):PCL]
[m:5005:Som(2):PCL]
[m:5001:Som(2):PCL]","van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,0,,,5001,1675593,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,
JR, ,161814,,,"""FIG. 4. Hippocampal sections immunostained for somatostatin from a normal animal (A) ...""","p31, Fig. 4","""immunohistochemistry""",,"""Fourteen adult male Wistar rats were used. """,,"[m:1000:DG:2201p granule:SOM(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:SOM(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:SOM(2):PCL]{2}","[m:1000:SOM(2):PCL]
[m:4098:SOM(2):PCL]
[m:4099:SOM(2):PCL]","Freund TF, Ylinen A, Miettinen R, PitkÕ_nen A, Lahtinen H, Baimbridge KG, Riekkinen PJ.",Pattern of neuronal death in the rat hippocampus after status epilepticus. Relationship to calcium binding protein content and ischemic vulnerability.,Brain Res Bull.  1992,1992,1347249,0,,,1000,1347249,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
JR, ,161814,,,"""FIG. 4. Hippocampal sections immunostained for somatostatin from a normal animal (A) ...""","p31, Fig. 4","""immunohistochemistry""",,"""Fourteen adult male Wistar rats were used. """,,"[m:1000:DG:2201p granule:SOM(2):PCL]{2}
[m:4098:CA1:2223p pyramidal:SOM(2):PCL]{2}
[m:4099:CA1:2223p pyramidal:SOM(2):PCL]{2}","[m:1000:SOM(2):PCL]
[m:4098:SOM(2):PCL]
[m:4099:SOM(2):PCL]","Freund TF, Ylinen A, Miettinen R, PitkÕ_nen A, Lahtinen H, Baimbridge KG, Riekkinen PJ.",Pattern of neuronal death in the rat hippocampus after status epilepticus. Relationship to calcium binding protein content and ischemic vulnerability.,Brain Res Bull.  1992,1992,1347249,0,,,4098,1347249,"Principal neurons identified by the presence of their somata in the principal cell layer, which is densely packed with and nearly homogeneous for the somata of the subregion's principal neurons (Czeh et al., 2013, Acta Biologica Hungarica).",,,
