# ----------------------------------------
# All Web Site Data
# Landing Pages
# 20150101-20230701
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
/php/property_page_counts.php?id_neuron=2000&val_property=counts,2,0.00%,0,50.00%,2.50,00:08:47,0.00%,0,$0.00
/php/property_page_fp.php,2,50.00%,1,50.00%,3.50,00:29:39,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=2000&parameter=RASP.NASP&count=1&page=1,2,0.00%,0,0.00%,5.50,00:19:21,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=5HT-3&color=negative&page=markers,2,0.00%,0,50.00%,1.50,00:04:30,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=Mus1R&color=positive&page=markers,2,0.00%,0,50.00%,5.50,00:13:04,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=NG&color=positive&page=markers,2,0.00%,0,50.00%,6.00,00:14:23,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=Prox1&color=positive&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=vGluT3&color=positive-negative&page=markers,2,0.00%,0,50.00%,2.00,00:19:09,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1002&val_property=CR&color=positive-negative&page=markers,2,50.00%,1,50.00%,1.50,00:04:56,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1013&val_property=SOM&color=positive-positive_inference&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1013&val_property=Sub P Rec&color=positive&page=markers,2,0.00%,0,0.00%,4.50,00:02:57,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1035&val_property=CCK&color=negative-negative_inference&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1035&val_property=PV&color=positive&page=markers,2,0.00%,0,50.00%,1.50,00:00:13,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=BDNF&color=positive&page=markers,2,50.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2001&val_property=Prox1&color=positive&page=markers,2,0.00%,0,50.00%,2.50,00:13:36,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2023&val_property=CB1&color=positive-negative_inference&page=markers,2,0.00%,0,0.00%,3.50,00:07:30,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=NG&color=positive&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=SATB2&color=positive&page=markers,2,0.00%,0,50.00%,1.50,00:02:26,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=vGlut1&color=positive&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4013&val_property=CB1&color=positive&page=markers,2,0.00%,0,50.00%,1.50,00:00:16,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4036&val_property=CCK&color=negative-negative_inference&page=markers,2,0.00%,0,50.00%,2.00,00:09:50,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4039&val_property=PV&color=positive-negative&page=markers,2,0.00%,0,50.00%,2.00,00:08:43,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4098&val_property=CB&color=positive-negative-weak_positive&page=markers,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4099&val_property=Ndst4&color=positive&page=markers,2,0.00%,0,50.00%,1.50,00:01:03,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1001&val_property=DG_SMi&color=violetSoma&page=1,2,0.00%,0,0.00%,3.00,00:14:09,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA3_SLM&color=blue&page=1,2,0.00%,0,50.00%,2.00,00:00:44,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA3_SO&color=violet&page=1,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA3_SP&color=blueSoma&page=1,2,0.00%,0,50.00%,2.00,00:04:01,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA3_SP&color=somata&page=1,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2008&val_property=CA3_SR&color=blueSoma&page=1,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2023&val_property=CA3_SR&color=violetSoma&page=1,2,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=3000&val_property=CA2_SP&color=somata&page=1,2,100.00%,2,50.00%,2.50,00:00:27,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SO&color=red&page=1,2,0.00%,0,0.00%,2.00,00:01:42,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SP&color=somata&page=1,2,50.00%,1,0.00%,4.00,00:10:30,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SR&color=blueSoma&page=1,2,0.00%,0,50.00%,2.00,00:00:02,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SR&color=somata&page=1,2,50.00%,1,0.00%,5.50,00:11:43,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4054&val_property=CA1_SP&color=somata&page=1,2,0.00%,0,0.00%,7.50,00:01:47,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4068&val_property=CA1_SO&color=violetSoma&page=1,2,0.00%,0,50.00%,2.00,00:02:31,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4098&val_property=CA1_SP&color=somata&page=1,2,0.00%,0,50.00%,6.00,00:24:42,0.00%,0,$0.00
"/php/property_page_morphology.php?neuron_show_only_value=,,Somata&start=0&stop=10&neuron_show_only=1",2,0.00%,0,0.00%,4.50,00:20:45,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=1000,2,0.00%,0,0.00%,12.50,01:07:25,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=1000&val_property=theta,2,0.00%,0,50.00%,25.00,00:30:42,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=4000,2,0.00%,0,0.00%,2.50,00:00:17,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=4078,2,0.00%,0,50.00%,1.50,00:11:16,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=4078&val_property=firingRate,2,0.00%,0,0.00%,3.50,00:05:44,0.00%,0,$0.00
/php/property_page_phases.php?id_neuron=6003,2,0.00%,0,0.00%,7.50,00:08:18,0.00%,0,$0.00
/php/search.php?operator=AND&N=2,2,100.00%,2,0.00%,7.50,00:01:37,0.00%,0,$0.00
/php/synaptic_mod_sum.php?pre_id=2000&post_id=2000,2,0.00%,0,50.00%,1.50,00:00:00,0.00%,0,$0.00
/php/view_fp_image.php?image=Zemankovics-Hajos-2010-2109-JPhsyiol-Fig1A-Cell4000-TSWB.NASP.jpeg,2,0.00%,0,0.00%,3.00,00:05:16,0.00%,0,$0.00
/phpdev/,2,50.00%,1,0.00%,6.00,00:06:58,0.00%,0,$0.00
/proxy_u/en-ru.ru.109482ad-610b38f0-25490ae8-74722d776562/hippocampome.org/php/index.php,2,100.00%,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
/synapse_probabilities/php/property_page_synpro_nm.php,2,0.00%,0,0.00%,19.50,00:57:07,0.00%,0,$0.00
/synapse_probabilities/php/property_page_synpro.php,2,0.00%,0,0.00%,17.50,00:19:42,0.00%,0,$0.00
/synapse_probabilities/php/synapse_probabilities_sd.php,2,0.00%,0,0.00%,14.00,00:34:50,0.00%,0,$0.00
/synaptic_probabilities/php/,2,50.00%,1,0.00%,16.50,00:30:47,0.00%,0,$0.00
/synaptome/php/,2,0.00%,0,0.00%,4.50,00:03:18,0.00%,0,$0.00
/synaptome/php/params_summary.php,2,0.00%,0,50.00%,23.50,00:42:53,0.00%,0,$0.00
/devur2/Help_Electrophysiological_Abbreviations_and_Definitions.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/Help_On-hold_Types.php,1,0.00%,0,0.00%,9.00,00:23:02,0.00%,0,$0.00
/devur2/property_page_counts.php?id_neuron=1036&val_property=counts,1,0.00%,0,0.00%,3.00,00:05:53,0.00%,0,$0.00
/devur2/property_page_fp.php,1,0.00%,0,0.00%,5.00,00:01:46,0.00%,0,$0.00
/devur2/property_page_markers.php?id_neuron=1000&val_property=PCP4&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/property_page_markers.php?id_neuron=4080&val_property=PV&color=positive-negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/property_page_markers.php?id_neuron=4098&val_property=VIP&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/property_page_markers.php?id_neuron=4181&val_property=PV&color=positive-negative_inference&page=markers,1,0.00%,0,0.00%,2.00,00:01:30,0.00%,0,$0.00
/devur2/property_page_morphology.php?id_neuron=4098&val_property=CA1_SP&color=blueSoma&page=1,1,0.00%,0,0.00%,3.00,00:08:16,0.00%,0,$0.00
/devur2/property_page_phases.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/property_page_phases.php?id_neuron=1000&val_property=all_other,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/devur2/property_page_phases.php?id_neuron=2043&val_property=theta,1,0.00%,0,0.00%,2.00,00:00:09,0.00%,0,$0.00
/devur2/property_page_phases.php?id_neuron=3000&val_property=firingRateNonBaseline,1,0.00%,0,0.00%,2.00,00:00:11,0.00%,0,$0.00
/devur2/property_page_phases.php?id_neuron=4036,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/devur3/firing_patterns.php,1,0.00%,0,0.00%,5.00,00:28:39,0.00%,0,$0.00
/devur3/property_page_counts.php?id_neuron=1002&val_property=counts,1,0.00%,0,0.00%,5.00,00:34:56,0.00%,0,$0.00
/devur3/property_page_markers.php?id_neuron=4098&val_property=CR&color=negative_inference&page=markers,1,0.00%,0,0.00%,6.00,00:41:09,0.00%,0,$0.00
/devur3/property_page_phases.php,1,0.00%,0,0.00%,3.00,00:21:32,0.00%,0,$0.00
/devur3/property_page_phases.php?id_neuron=1000&val_property=firingRate,1,0.00%,0,0.00%,4.00,00:00:50,0.00%,0,$0.00
/devur3/property_page_phases.php?id_neuron=1000&val_property=swr_ratio,1,0.00%,0,0.00%,4.00,00:00:55,0.00%,0,$0.00
/devur3/property_page_phases.php?id_neuron=1035,1,0.00%,0,0.00%,12.00,00:39:13,0.00%,0,$0.00
/devur3/property_page_phases.php?id_neuron=4000&val_property=theta,1,0.00%,0,0.00%,6.00,00:01:23,0.00%,0,$0.00
/hipp Better than reCAPTCHA：vaptcha.cn,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/hippocampome/firing_patterns.php,1,100.00%,1,0.00%,5.00,00:00:39,0.00%,0,$0.00
/hippocampome/index.php,1,0.00%,0,0.00%,9.00,00:19:16,0.00%,0,$0.00
/php_v2_bak_20221117/firing_patterns.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php_v2_bak_20221117/morphology.php,1,0.00%,0,0.00%,4.00,00:00:09,0.00%,0,$0.00
/php_v2_dev/property_page_phases.php?id_neuron=1000&val_property=theta,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php_v2_dev/property_page_phases.php?id_neuron=4000&val_property=theta,1,0.00%,0,0.00%,8.00,00:20:47,0.00%,0,$0.00
/php_v2_dev/property_page_phases.php?id_neuron=4078&val_property=theta,1,0.00%,0,0.00%,42.00,01:57:12,0.00%,0,$0.00
/php_v2_dev/property_page_phases.php?id_neuron=4146&val_property=theta,1,0.00%,0,0.00%,6.00,00:16:51,0.00%,0,$0.00
/php_v2_dev/property_page_phases.php?id_neuron=4181&val_property=theta,1,0.00%,0,0.00%,2.00,00:06:51,0.00%,0,$0.00
/php_v2_dev/property_page_synpro_nm.php?id1_neuron=1035&val1_property=DG_SG&color1=red&id2_neuron=1010&val2_property=DG_SG&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=prosyn,1,0.00%,0,0.00%,2.00,00:12:41,0.00%,0,$0.00
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1026&id_neuron_target=1000&color=blue&page=1&nm_page=prosyn,1,0.00%,0,0.00%,3.00,00:01:14,0.00%,0,$0.00
/php_v2_dev/property_page_synpro_pvals.php?id_neuron_source=1035&id_neuron_target=1010&color=blue&page=1&nm_page=prosyn,1,0.00%,0,0.00%,55.00,00:21:24,0.00%,0,$0.00
/php_v2/firing_patterns.php?show_only=20,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php_v2/Help_Electrophysiological_Abbreviations_and_Definitions.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php_v2/Help_Quickstart.php,1,0.00%,0,0.00%,36.00,00:52:49,0.00%,0,$0.00
/php_v2/property_page_connectivity.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,27.00,00:38:02,0.00%,0,$0.00
/php_v2/property_page_connectivity.php?id1_neuron=1047&val1_property=DG_H&color1=violet&id2_neuron=1014&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:01:07,0.00%,0,$0.00
/php_v2/property_page_connectivity.php?id1_neuron=6118&val1_property=EC_I&color1=redSoma&id2_neuron=6007&val2_property=EC_I&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,39.00,00:47:14,0.00%,0,$0.00
/php_v2/property_page_markers.php?id_neuron=1000&val_property=RLN&color=negative&page=markers,1,0.00%,0,0.00%,7.00,00:55:53,0.00%,0,$0.00
/php_v2/property_page_markers.php?id_neuron=1035&val_property=PV&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:00:19,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=1010&val_property=DG_SG&color=violetSoma&page=1,1,0.00%,0,0.00%,7.00,00:01:14,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=1024&val_property=DG_SMi&color=violetSoma&page=1,1,0.00%,0,0.00%,2.00,00:00:02,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=1035&val_property=DG_SG&color=red&page=1,1,0.00%,0,0.00%,8.00,00:43:48,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=1093&val_property=DG_SMo&color=violetSoma&page=1,1,0.00%,0,0.00%,5.00,00:00:22,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=4084&val_property=CA1_SR&color=red&page=1,1,0.00%,0,0.00%,3.00,00:09:45,0.00%,0,$0.00
/php_v2/property_page_morphology.php?id_neuron=4146&val_property=CA1_SR&color=red&page=1,1,0.00%,0,0.00%,14.00,00:11:02,0.00%,0,$0.00
/php_v2/property_page_phases.php,1,0.00%,0,0.00%,5.00,00:22:25,0.00%,0,$0.00
/php_v2/property_page_phases.php?id_neuron=1002&val_property=theta,1,0.00%,0,0.00%,2.00,00:00:35,0.00%,0,$0.00
/php_v2/property_page_phases.php?id_neuron=4078&val_property=theta,1,0.00%,0,0.00%,3.00,00:03:15,0.00%,0,$0.00
/php_v2/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=2019&color=blue&page=1&nm_page=noc,1,0.00%,0,0.00%,19.00,00:37:41,0.00%,0,$0.00
/php_v2/property_page_synpro_pvals.php?id_neuron_source=6038&id_neuron_target=6038&color=blue&page=1&nm_page=ps,1,0.00%,0,0.00%,17.00,00:06:04,0.00%,0,$0.00
/php_v2/property_page_synpro.php?id_neuron=1000&val_property=CA3_SL&color=red&page=1&sp_page=sd,1,0.00%,0,0.00%,2.00,00:00:02,0.00%,0,$0.00
/php_v2/synapse_probabilities_ps.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php_v2/synapse_probabilities_sd.php,1,0.00%,0,0.00%,3.00,00:00:08,0.00%,0,$0.00
/php_v2/synaptome.php,1,0.00%,0,0.00%,3.00,00:00:19,0.00%,0,$0.00
/php/ephys.php?refreshed=,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/find_author.php?name_author=Han ZS&first_author=H&new=1&see_result=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/find_author.php?name_author=Vida I&first_author=V&new=1&see_result=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/find_neuron_name.php?searching=1,1,100.00%,1,0.00%,16.00,00:11:30,0.00%,0,$0.00
/php/find_neuron_term.php?searching=1,1,0.00%,0,0.00%,19.00,00:12:21,0.00%,0,$0.00
/php/firing_patterns.php?show_only=0,1,0.00%,0,0.00%,10.00,00:17:25,0.00%,0,$0.00
/php/firing_patterns.php?show_only=2,1,0.00%,0,0.00%,6.00,00:33:00,0.00%,0,$0.00
/php/firing_patterns.php?show_only=8,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/Help_Bibliography.php,1,0.00%,0,0.00%,2.00,00:00:18,0.00%,0,$0.00
/php/Help_Morphological_Bibliographic_Protocols.php,1,100.00%,1,0.00%,11.00,00:44:27,0.00%,0,$0.00
/php/Help_Release_Notes.php,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0FZQtDSXa2PLDUUw6VfWmgzc5gue7k1-m_xWKFw2aYiuloCnqhK1zanZM,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0gXnqj9ywptVu3s1Zi_GIf2ML7uqw6frhtNvl_9UzMmLYIHdLS8pPP_q0,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0Ia9r1z2nj-RJE9fhPkTW0a3fWJdVWL1Ah72x83mz0CL_01gwxpwOEtVg,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0LLsQhLwxYgi0b2VRn-5H9w10cjp8i_cE_HecZS_3DQLhvKBJXZA7tI-0,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0qO3yR5ulGhstDxGvUAPW2u3DNlMcTGicFQTCn0R2_BT8aBtcxJQA_-M4,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0uEYQMOGzyUWZsx8VjZdufcgAGYG75GLgOCXCIim-n82bro8slQ4eRLms,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR0VcKgapIzkPp3JQE3UBsChr6Lz1OckHcdi95Z4OrizGyUIrCPt1YG3Ip8,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR11dNRWvlgJBLonXFR5ZZIog1rYOZy-WhSBsd6kUJWgxUTbYIjVw29-hOk,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR13OPAGJ29oXHYStKLeZW-FeJ4zi7-8XVjQmx8hse6LlfV24QkQTzCcIMM,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR14dR7GmizP-7qQur0G384mE8pmxVtL9iwMo4b15axIZmgFnRtTO81J_w8,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1gr6e06Ey-InY40LRGR2Jz4fhFRXQbWLmH6utal7exVErO_Y6Li95h1rE,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1hdUEc8WYna6puU-F-j1h2IOPol9GGmqJTeykc7BiweN3ZaFoG8gv1Zoo,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1LveUKX6Z5hIM69Co-Hr3QWPYNlFo5d9OjhfABuBBBZso3lcsNDCEC9Ho,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1M7RK2RrMIABDmUPNfHuUmq20jYOetjF4yhIN2jd9U7JzepcwDDvf18Vk,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1mRGhu6eC2QmfOSkUj4Ft4aLjOylqZ9Ri4fCugTG8qT4APCVv-UK2kN_c,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1oj4irzFQ7y95PFrK4HvUtPiIYx0sdJ4Y-GlKJrbyQZwW5az5RCG-YM88,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1qoylw5N0sH3YMci-cVTzJmM4L0Rt4E06r2jBBn2B9PCvmW2Yhw0LDkyE,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1S3s_94h4oekdhX69vTgBbpEX5XajoBUDPAN79_etHVjNvyn_rNqAZONE,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1W_KB52gi5oAFg_qukAlpYclHqtX2DtyUxyfJix7kqpMoA4HaJm3Tx1IM,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1Xi4POPm5w6qKLfLcUYq46yJJH8MhbmUT5ZY82c-0jMEhwZh3_xjrk_l8,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR1ZZ8iJdhkoV66uqCYhWnL_7Id0xuUlszPl2u2plcEz4TCZKugBBQ0Y20I,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2bgmVBCFj4rDBH6-iPUkgX_Z1yGESapP1Vw1munANW_lzMFQIW6IEQJX0,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2CmWJvAY0ihNzSpfnB2_xqpKDEwYg2NHvMQGuFxCQVRklfdH51fq8jewE,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2DsgMDL9HesgFJXG2j1H8zNJ_i-Zkdqdn05n4t6kUnq279kPqBC5Z3JuM,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2HHxJ_7XIbYfep2eW9V-Eaj7P8g0dU6bRa--wIG77nKQah9TfPT6hTOCA,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2iGcd8wcWGnVZsWhE04WXFiMYUBdMt9riysdupKbSinF7RBQpnPfWNB5s,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2iLXW_4Eo9DuDlQSnZYY08FrOJy59afOLOYXnA8o5T29ePJPY7HWp1iVk,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2MjxhkKGCWyLvf5LDO3HeSL_31KIDNYBsZchzsLaJUhNIn2tlsaSYIiBk,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2WoXTtjmbv1qnFUQCG8KVo9RX7ypWx16FaHS0x6kKv3dSWWieahJSWXPI,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR2zJKl9hjvGvJAYtvpHRCT7WS2ffB3QbcVaINpg0_eF1_EfWvAP8pfZ3oU,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR30do5OyJveIj9q5yLH9e2FH0l_Z52bynW0FyLRve7qaAcHf6NhmoCGGPw,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR32rYbPCQY1FuzxbyvpM2sYxr-Qbf0-ToTbGVj60y0_44zrVr9YP49eE-A,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR39Zkl0pcUr0g4kJhIkYpJ7A-KV09aAfqgs4MG4sMIKi0Xapa9sQbK6gdA,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3b0hhcpd4ws5CqiXDdhW2IsYuhTH72RKfioZAVJNOfmWt_CnaLrHHN98I,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3JVePGrV_-wmsp0LGibVGxDNJ0zZ2Cr0t19eZUK8XeR4KpM3g6QNYYcC4,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3mviA2Weam75InMsB-EiGopKVi7FOJDE4wXaQZqmW8ggMQENvc2yoTlHQ,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3pSupk9wv8_hcnkRdRnVf279EOnsHOT_uR4iMOKPUoiwoMF2vi04_HGZs,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3PYY0hcsReGdV6BO1tNGmHQcDrIMhzMJHxV1HCS2LfZrVjnJLSJGI9kM4,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3sM7Xz-OQsS_P5KywZgkcM05NCMyVf8CZlmVQ2bnij4eAPu5xmEKU7y1A,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3ybsrKVYeF3ZCWr9e-Qy4gOAwqYATAVnYOLBC2THWTHZSN5l94WlfWtq4,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/index.php?fbclid=IwAR3zH2tfMBSeYxWBoQxmbJoQIB0HGGY0SBezS130Sh4plCaCE-IfDPErkLw,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=&color1=&id2_neuron=2045&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=&color1=&id2_neuron=4000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_connectivity.php?id1_neuron=1000&val1_property=CA2_SP&color1=red&id2_neuron=3000&val2_property=CA2_SP&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,1,0.00%,0,0.00%,2.00,00:02:22,0.00%,0,$0.00
